,Title,Published_date,Views,Likes,Comments,Month,ID
50,PUBG: Funny & WTF Moments Ep.593,2020-09-25T17:00:40Z,337393,8506,193,Sep,tydQvKVVKYY
51,PUBG: Funny & WTF Moments Ep. 592,2020-09-21T17:00:00Z,140751,4556,213,Sep,aD2zt5sclZo
52,PUBG: Funny & WTF Moments Ep. 591,2020-09-16T17:00:13Z,227782,6586,156,Sep,TbD6j1whByY
53,PUBG: Funny & WTF Moments Ep. 590,2020-09-12T17:00:03Z,239903,7753,129,Sep,OY9CdShKvpo
54,PUBG: Funny & WTF Moments Ep. 589,2020-09-08T17:00:10Z,181250,5073,90,Sep,YRDh6yIPvV0
55,PUBG: Funny & WTF Moments Ep. 588,2020-09-05T17:00:05Z,244085,6642,173,Sep,7Jd541EGxWI
56,PUBG: Funny & WTF Moments Ep. 587,2020-09-01T17:00:14Z,180397,4793,127,Sep,okbjsB920uo
57,PUBG: Funny & WTF Moments Ep. 585,2020-08-27T17:00:03Z,145330,4811,112,Aug,41DTuqWxUrk
58,PUBG: Funny & WTF Moments Ep. 584,2020-08-24T17:15:00Z,203620,5561,184,Aug,0etRMTUtmV8
59,PUBG: Funny & WTF Moments Ep. 583,2020-08-20T17:30:01Z,292297,6891,113,Aug,kDWSJLzzYpk
60,PUBG: Funny & WTF Moments Ep. 582,2020-08-15T17:00:04Z,432651,9528,144,Aug,8uJ49_FSkpQ
61,PUBG: Funny & WTF Moments Ep. 581,2020-08-12T17:00:07Z,174132,5060,128,Aug,U-K_BeNRbSA
62,PUBG: Funny & WTF Moments Ep. 580,2020-08-08T17:00:11Z,386397,8660,205,Aug,u30QCBFrxC8
63,PUBG: Funny & WTF Moments Ep. 578,2020-08-03T19:51:21Z,205021,5080,117,Aug,ZLDwdFlD444
64,PUBG: Funny & WTF Moments Ep. 577,2020-07-31T17:00:32Z,216841,5798,153,Jul,mFbRV3A6lfI
65,PUBG: Funny & WTF Moments Ep. 576,2020-07-29T17:00:07Z,818754,15189,254,Jul,VYClgZkGPVQ
